feature,importance
Lag_15min,0.33107710148487485
Lag_30min,0.2692834942169603
hour_cos,0.1635766836464721
Lag_24h,0.11307498779181908
hour_sin,0.06050828392672951
weekday_sin,0.025986149750757484
IstArbeitstag,0.021650318010772163
IstSonntag,0.006971906053474544
month_cos,0.003499244429016712
weekday_cos,0.0030514373516886866
month_sin,0.001320393337434636
