datetime,true,predicted,residual,abs_error
2024-06-15 05:30:00+00:00,29869.325,32953.764915153115,-3084.4399151531143,3084.4399151531143
2024-06-15 05:45:00+00:00,30400.111,33716.003786270194,-3315.892786270193,3315.892786270193
2024-06-15 06:00:00+00:00,31475.791,33915.246322881896,-2439.455322881895,2439.455322881895
2024-06-15 06:15:00+00:00,31633.771,34169.45083823006,-2535.679838230062,2535.679838230062
2024-06-15 06:30:00+00:00,31512.529,35621.341337607664,-4108.8123376076655,4108.8123376076655
2024-06-15 06:45:00+00:00,32361.124,35819.33453926258,-3458.210539262578,3458.210539262578
2024-06-15 07:00:00+00:00,32521.438,36689.61660848706,-4168.178608487058,4168.178608487058
2024-06-15 07:15:00+00:00,32930.582,36662.42241560299,-3731.8404156029865,3731.8404156029865
2024-06-15 07:30:00+00:00,33203.489,36956.413145679,-3752.924145678997,3752.924145678997
2024-06-15 07:45:00+00:00,33636.222,37118.19637307758,-3481.974373077581,3481.974373077581
2024-06-15 08:00:00+00:00,33756.813,37166.922615057,-3410.109615057001,3410.109615057001
2024-06-15 08:15:00+00:00,34132.694,37087.204409625636,-2954.5104096256327,2954.5104096256327
2024-06-15 08:30:00+00:00,34368.103,36670.29782486333,-2302.194824863327,2302.194824863327
2024-06-15 08:45:00+00:00,34404.12,36447.6377638557,-2043.5177638556997,2043.5177638556997
2024-06-15 09:00:00+00:00,34293.348,36156.3663684103,-1863.018368410303,1863.018368410303
2024-06-15 09:15:00+00:00,34402.885,36224.27747894682,-1821.3924789468147,1821.3924789468147
2024-06-15 09:30:00+00:00,34678.468,36478.48856144373,-1800.020561443729,1800.020561443729
2024-06-15 09:45:00+00:00,34757.597,36410.577450907214,-1652.9804509072128,1652.9804509072128
