datetime,predicted_consumption,day,hour,weekday,confidence_interval,lower_bound,upper_bound
2025-10-06 03:00:00+00:00,27479.478434284065,2025-10-06,3,Monday,2640.4521039714236,24839.02633031264,30119.93053825549
2025-10-06 03:15:00+00:00,27522.109034284458,2025-10-06,3,Monday,2641.1885312347817,24880.920503049678,30163.29756551924
2025-10-06 03:30:00+00:00,27825.314622957445,2025-10-06,3,Monday,2641.9243419827353,25183.39028097471,30467.23896494018
2025-10-06 03:45:00+00:00,27905.30313122118,2025-10-06,3,Monday,2642.659537761083,25262.643593460096,30547.96266898226
2025-10-06 04:00:00+00:00,35086.37895958638,2025-10-06,4,Monday,2643.3941201091743,32442.984839477205,37729.77307969555
2025-10-06 04:15:00+00:00,35303.65053800424,2025-10-06,4,Monday,2644.1280905599474,32659.522447444295,37947.77862856419
2025-10-06 04:30:00+00:00,35352.66045254141,2025-10-06,4,Monday,2644.8614506399663,32707.79900190144,37997.521903181376
2025-10-06 04:45:00+00:00,35605.598336701805,2025-10-06,4,Monday,2645.594201869459,32960.00413483234,38251.19253857127
2025-10-06 05:00:00+00:00,48137.394299058644,2025-10-06,5,Monday,2646.326345762352,45491.06795329629,50783.720644821
2025-10-06 05:15:00+00:00,48137.394299058644,2025-10-06,5,Monday,2647.0578838263086,45490.336415232334,50784.452182884954
2025-10-06 05:30:00+00:00,48137.394299058644,2025-10-06,5,Monday,2647.7888175627663,45489.60548149588,50785.18311662141
2025-10-06 05:45:00+00:00,48137.394299058644,2025-10-06,5,Monday,2648.5191484669685,45488.87515059167,50785.913447525614
2025-10-06 06:00:00+00:00,50817.98371943395,2025-10-06,6,Monday,2649.2488780280037,48168.734841405945,53467.23259746195
2025-10-06 06:15:00+00:00,50817.98371943395,2025-10-06,6,Monday,2649.9780077288415,48168.005711705104,53467.961727162794
2025-10-06 06:30:00+00:00,50817.98371943395,2025-10-06,6,Monday,2650.7065390463636,48167.27718038759,53468.69025848031
2025-10-06 06:45:00+00:00,50817.98371943395,2025-10-06,6,Monday,2651.4344734514034,48166.54924598255,53469.41819288535
2025-10-06 07:00:00+00:00,51093.77014904921,2025-10-06,7,Monday,2652.161812408779,48441.608336640435,53745.93196145799
2025-10-06 07:15:00+00:00,51093.77014904921,2025-10-06,7,Monday,2652.888557377325,48440.88159167189,53746.65870642653
2025-10-06 07:30:00+00:00,51093.77014904921,2025-10-06,7,Monday,2653.614709809931,48440.15543923928,53747.38485885914
