datetime,predicted_consumption,day,hour,weekday
2025-10-05 13:00:00+00:00,38262.68949292251,2025-10-05,13,Sunday
2025-10-05 13:15:00+00:00,38262.68949292251,2025-10-05,13,Sunday
2025-10-05 13:30:00+00:00,38262.6894929225,2025-10-05,13,Sunday
2025-10-05 13:45:00+00:00,38262.6894929225,2025-10-05,13,Sunday
2025-10-05 14:00:00+00:00,38262.68949292251,2025-10-05,14,Sunday
2025-10-05 14:15:00+00:00,38262.68949292251,2025-10-05,14,Sunday
2025-10-05 14:30:00+00:00,38262.68949292251,2025-10-05,14,Sunday
2025-10-05 14:45:00+00:00,38262.68949292252,2025-10-05,14,Sunday
2025-10-05 15:00:00+00:00,38285.150256665365,2025-10-05,15,Sunday
2025-10-05 15:15:00+00:00,38285.150256665365,2025-10-05,15,Sunday
2025-10-05 15:30:00+00:00,38285.15025666537,2025-10-05,15,Sunday
2025-10-05 15:45:00+00:00,38285.150256665365,2025-10-05,15,Sunday
2025-10-05 16:00:00+00:00,38288.65367692258,2025-10-05,16,Sunday
2025-10-05 16:15:00+00:00,38288.653676922586,2025-10-05,16,Sunday
2025-10-05 16:30:00+00:00,38288.653676922586,2025-10-05,16,Sunday
2025-10-05 16:45:00+00:00,38288.653676922586,2025-10-05,16,Sunday
2025-10-05 17:00:00+00:00,38117.85106163718,2025-10-05,17,Sunday
2025-10-05 17:15:00+00:00,38117.851061637186,2025-10-05,17,Sunday
2025-10-05 17:30:00+00:00,38117.851061637186,2025-10-05,17,Sunday
2025-10-05 17:45:00+00:00,38117.851061637186,2025-10-05,17,Sunday
2025-10-05 18:00:00+00:00,36967.054343639786,2025-10-05,18,Sunday
2025-10-05 18:15:00+00:00,36967.054343639786,2025-10-05,18,Sunday
2025-10-05 18:30:00+00:00,36967.054343639786,2025-10-05,18,Sunday
2025-10-05 18:45:00+00:00,36967.054343639786,2025-10-05,18,Sunday
2025-10-05 19:00:00+00:00,35970.825691133025,2025-10-05,19,Sunday
2025-10-05 19:15:00+00:00,35970.82569113303,2025-10-05,19,Sunday
2025-10-05 19:30:00+00:00,35970.825691133025,2025-10-05,19,Sunday
2025-10-05 19:45:00+00:00,35970.82569113303,2025-10-05,19,Sunday
2025-10-05 20:00:00+00:00,35822.025258223555,2025-10-05,20,Sunday
2025-10-05 20:15:00+00:00,35822.025258223555,2025-10-05,20,Sunday
2025-10-05 20:30:00+00:00,35822.025258223555,2025-10-05,20,Sunday
2025-10-05 20:45:00+00:00,35822.025258223555,2025-10-05,20,Sunday
2025-10-05 21:00:00+00:00,35771.05674365727,2025-10-05,21,Sunday
2025-10-05 21:15:00+00:00,35771.05674365727,2025-10-05,21,Sunday
2025-10-05 21:30:00+00:00,35771.056743657275,2025-10-05,21,Sunday
2025-10-05 21:45:00+00:00,35771.05674365727,2025-10-05,21,Sunday
2025-10-05 22:00:00+00:00,35503.34138848924,2025-10-05,22,Sunday
2025-10-05 22:15:00+00:00,35503.34138848924,2025-10-05,22,Sunday
2025-10-05 22:30:00+00:00,35503.341388489236,2025-10-05,22,Sunday
2025-10-05 22:45:00+00:00,35503.34138848924,2025-10-05,22,Sunday
2025-10-05 23:00:00+00:00,35219.47254591358,2025-10-05,23,Sunday
2025-10-05 23:15:00+00:00,35219.47254591358,2025-10-05,23,Sunday
2025-10-05 23:30:00+00:00,35219.47254591358,2025-10-05,23,Sunday
2025-10-05 23:45:00+00:00,35219.47254591358,2025-10-05,23,Sunday
2025-10-06 00:00:00+00:00,35882.73693303313,2025-10-06,0,Monday
2025-10-06 00:15:00+00:00,35882.73693303313,2025-10-06,0,Monday
2025-10-06 00:30:00+00:00,35882.73693303313,2025-10-06,0,Monday
2025-10-06 00:45:00+00:00,35882.736933033135,2025-10-06,0,Monday
2025-10-06 01:00:00+00:00,35943.20774568895,2025-10-06,1,Monday
2025-10-06 01:15:00+00:00,35943.207745688946,2025-10-06,1,Monday
2025-10-06 01:30:00+00:00,35943.20774568895,2025-10-06,1,Monday
2025-10-06 01:45:00+00:00,35943.20774568896,2025-10-06,1,Monday
2025-10-06 02:00:00+00:00,35906.308155831975,2025-10-06,2,Monday
2025-10-06 02:15:00+00:00,35906.308155831975,2025-10-06,2,Monday
2025-10-06 02:30:00+00:00,35906.308155831975,2025-10-06,2,Monday
2025-10-06 02:45:00+00:00,35906.308155831975,2025-10-06,2,Monday
2025-10-06 03:00:00+00:00,36065.29983381462,2025-10-06,3,Monday
2025-10-06 03:15:00+00:00,36065.29983381462,2025-10-06,3,Monday
2025-10-06 03:30:00+00:00,36065.299833814606,2025-10-06,3,Monday
2025-10-06 03:45:00+00:00,36065.299833814606,2025-10-06,3,Monday
2025-10-06 04:00:00+00:00,37619.25700316501,2025-10-06,4,Monday
2025-10-06 04:15:00+00:00,37619.25700316502,2025-10-06,4,Monday
2025-10-06 04:30:00+00:00,37619.25700316501,2025-10-06,4,Monday
2025-10-06 04:45:00+00:00,37619.25700316501,2025-10-06,4,Monday
2025-10-06 05:00:00+00:00,42509.8293310153,2025-10-06,5,Monday
2025-10-06 05:15:00+00:00,42509.829331015295,2025-10-06,5,Monday
2025-10-06 05:30:00+00:00,42509.8293310153,2025-10-06,5,Monday
2025-10-06 05:45:00+00:00,42509.8293310153,2025-10-06,5,Monday
2025-10-06 06:00:00+00:00,42800.30167732249,2025-10-06,6,Monday
2025-10-06 06:15:00+00:00,42800.30167732249,2025-10-06,6,Monday
2025-10-06 06:30:00+00:00,42800.30167732249,2025-10-06,6,Monday
2025-10-06 06:45:00+00:00,42800.3016773225,2025-10-06,6,Monday
2025-10-06 07:00:00+00:00,42524.002488648686,2025-10-06,7,Monday
2025-10-06 07:15:00+00:00,42524.00248864869,2025-10-06,7,Monday
2025-10-06 07:30:00+00:00,42524.00248864871,2025-10-06,7,Monday
2025-10-06 07:45:00+00:00,42524.00248864871,2025-10-06,7,Monday
2025-10-06 08:00:00+00:00,41093.23311115004,2025-10-06,8,Monday
2025-10-06 08:15:00+00:00,41093.23311115004,2025-10-06,8,Monday
2025-10-06 08:30:00+00:00,41093.233111150046,2025-10-06,8,Monday
2025-10-06 08:45:00+00:00,41093.23311115004,2025-10-06,8,Monday
2025-10-06 09:00:00+00:00,40645.7412445949,2025-10-06,9,Monday
2025-10-06 09:15:00+00:00,40645.741244594894,2025-10-06,9,Monday
2025-10-06 09:30:00+00:00,40645.7412445949,2025-10-06,9,Monday
2025-10-06 09:45:00+00:00,40645.741244594894,2025-10-06,9,Monday
2025-10-06 10:00:00+00:00,40236.637944562455,2025-10-06,10,Monday
2025-10-06 10:15:00+00:00,40236.63794456245,2025-10-06,10,Monday
2025-10-06 10:30:00+00:00,40236.637944562455,2025-10-06,10,Monday
2025-10-06 10:45:00+00:00,40236.637944562455,2025-10-06,10,Monday
2025-10-06 11:00:00+00:00,40203.552381869,2025-10-06,11,Monday
2025-10-06 11:15:00+00:00,40203.552381869005,2025-10-06,11,Monday
2025-10-06 11:30:00+00:00,40203.552381869,2025-10-06,11,Monday
2025-10-06 11:45:00+00:00,40203.55238186901,2025-10-06,11,Monday
2025-10-06 12:00:00+00:00,40081.34646189416,2025-10-06,12,Monday
2025-10-06 12:15:00+00:00,40081.34646189416,2025-10-06,12,Monday
2025-10-06 12:30:00+00:00,40081.34646189416,2025-10-06,12,Monday
2025-10-06 12:45:00+00:00,40081.346461894165,2025-10-06,12,Monday
2025-10-06 13:00:00+00:00,38973.03245333957,2025-10-06,13,Monday
2025-10-06 13:15:00+00:00,38973.03245333956,2025-10-06,13,Monday
2025-10-06 13:30:00+00:00,38973.03245333957,2025-10-06,13,Monday
2025-10-06 13:45:00+00:00,38973.03245333957,2025-10-06,13,Monday
2025-10-06 14:00:00+00:00,38917.484239722144,2025-10-06,14,Monday
2025-10-06 14:15:00+00:00,38917.484239722144,2025-10-06,14,Monday
2025-10-06 14:30:00+00:00,38917.484239722144,2025-10-06,14,Monday
2025-10-06 14:45:00+00:00,38917.484239722144,2025-10-06,14,Monday
2025-10-06 15:00:00+00:00,38917.484239722144,2025-10-06,15,Monday
2025-10-06 15:15:00+00:00,38917.48423972215,2025-10-06,15,Monday
2025-10-06 15:30:00+00:00,38917.484239722144,2025-10-06,15,Monday
2025-10-06 15:45:00+00:00,38917.484239722144,2025-10-06,15,Monday
2025-10-06 16:00:00+00:00,38930.02315960517,2025-10-06,16,Monday
2025-10-06 16:15:00+00:00,38930.02315960517,2025-10-06,16,Monday
2025-10-06 16:30:00+00:00,38930.02315960517,2025-10-06,16,Monday
2025-10-06 16:45:00+00:00,38930.02315960517,2025-10-06,16,Monday
2025-10-06 17:00:00+00:00,38322.29568710436,2025-10-06,17,Monday
2025-10-06 17:15:00+00:00,38322.29568710436,2025-10-06,17,Monday
2025-10-06 17:30:00+00:00,38322.295687104364,2025-10-06,17,Monday
2025-10-06 17:45:00+00:00,38322.295687104364,2025-10-06,17,Monday
2025-10-06 18:00:00+00:00,37269.916008590626,2025-10-06,18,Monday
2025-10-06 18:15:00+00:00,37269.91600859062,2025-10-06,18,Monday
2025-10-06 18:30:00+00:00,37269.91600859062,2025-10-06,18,Monday
2025-10-06 18:45:00+00:00,37269.91600859062,2025-10-06,18,Monday
2025-10-06 19:00:00+00:00,36188.45844094645,2025-10-06,19,Monday
2025-10-06 19:15:00+00:00,36188.45844094645,2025-10-06,19,Monday
2025-10-06 19:30:00+00:00,36188.458440946444,2025-10-06,19,Monday
2025-10-06 19:45:00+00:00,36188.45844094645,2025-10-06,19,Monday
2025-10-06 20:00:00+00:00,35178.65327987211,2025-10-06,20,Monday
2025-10-06 20:15:00+00:00,35178.6532798721,2025-10-06,20,Monday
2025-10-06 20:30:00+00:00,35178.65327987212,2025-10-06,20,Monday
2025-10-06 20:45:00+00:00,35178.65327987211,2025-10-06,20,Monday
2025-10-06 21:00:00+00:00,35103.553054034775,2025-10-06,21,Monday
2025-10-06 21:15:00+00:00,35103.55305403477,2025-10-06,21,Monday
2025-10-06 21:30:00+00:00,35103.55305403477,2025-10-06,21,Monday
2025-10-06 21:45:00+00:00,35103.55305403477,2025-10-06,21,Monday
2025-10-06 22:00:00+00:00,35005.12921715639,2025-10-06,22,Monday
