Tag;MAE_24h;RMSE_24h;R2_24h;MAPE_24h_%;Start_t(UTC)
2020-09-01;542.6694246419272;704.4981525875601;0.9914202323805621;1.501101185629561;2020-08-31 22:00:00+00:00
2020-09-02;466.1203209635419;603.7760864223933;0.9931553716068546;1.306149712733449;2020-09-01 22:00:00+00:00
2020-09-03;540.0796512044271;670.6781182259867;0.9918900706309518;1.5047334124431824;2020-09-02 22:00:00+00:00
2020-09-04;1647.8922791341147;1957.1183408443649;0.9352444301224201;4.073071585742343;2020-09-03 22:00:00+00:00
2020-09-05;741.9829508463541;925.5489316802078;0.9615503447776421;2.141289656954144;2020-09-04 22:00:00+00:00
2020-09-06;1686.9624059244788;2072.163545174482;0.6161411580189533;5.374406984099428;2020-09-05 22:00:00+00:00
2020-09-07;797.5267353515627;1062.713129528154;0.9803830506070201;2.384191249002125;2020-09-06 22:00:00+00:00
2020-09-08;625.0329204101562;750.9156394348338;0.9899625929673067;1.6845074549876609;2020-09-07 22:00:00+00:00
2020-09-09;871.7369667968748;1123.8353578994436;0.979233979260171;2.180202213015676;2020-09-08 22:00:00+00:00
2020-09-10;1066.1775548502603;1279.1157255784133;0.9728229173482186;2.63446509153017;2020-09-09 22:00:00+00:00
2020-09-11;1250.7100328776044;1513.8414628041776;0.9595184796666016;3.0382409913775987;2020-09-10 22:00:00+00:00
2020-09-12;916.0275206705728;1127.5434952653852;0.9445406577818187;2.5269085735607644;2020-09-11 22:00:00+00:00
2020-09-13;1467.4129171549478;1890.551872404665;0.7688691990295278;4.475964248179947;2020-09-12 22:00:00+00:00
2020-09-14;1549.2677581380212;1816.0159376537902;0.9542353481826541;3.8132491112936124;2020-09-13 22:00:00+00:00
2020-09-15;1569.5451521809894;1910.4159403343172;0.94759215527375;3.5608530480501535;2020-09-14 22:00:00+00:00
2020-09-16;1461.1411549479164;1884.022611342752;0.9472275421932799;3.3478089610656214;2020-09-15 22:00:00+00:00
2020-09-17;1272.3301943359372;1637.194377521152;0.958501439225785;2.9729134514051787;2020-09-16 22:00:00+00:00
2020-09-18;1906.5325504557295;2268.0595240506523;0.9146744802471398;4.4820781080077055;2020-09-17 22:00:00+00:00
2020-09-19;831.7818722330727;1061.5325689378544;0.9437831236809331;2.350058966148609;2020-09-18 22:00:00+00:00
2020-09-20;2109.670666666667;2483.8109207677385;0.520477112920072;6.612333578626156;2020-09-19 22:00:00+00:00
2020-09-21;1753.3822263997397;2098.2008070377087;0.9388252803058255;4.354299117362936;2020-09-20 22:00:00+00:00
2020-09-22;1263.4373113606773;1531.28326541047;0.9649331854701564;2.9442872647432385;2020-09-21 22:00:00+00:00
2020-09-23;1194.3684147135416;1538.4899744754512;0.9637576155061233;2.7515634543206797;2020-09-22 22:00:00+00:00
2020-09-24;1084.2374365234377;1441.3025198995322;0.9665928990253715;2.5688259348566915;2020-09-23 22:00:00+00:00
2020-09-25;1214.0521251627606;1528.7181786548133;0.9568414590090577;2.9639393938789143;2020-09-24 22:00:00+00:00
2020-09-26;893.8852918294269;1146.969212582821;0.9432006637679167;2.4558385159184866;2020-09-25 22:00:00+00:00
2020-09-27;1418.7559791666665;1991.1976574818946;0.6941349730511917;4.363518911871855;2020-09-26 22:00:00+00:00
2020-09-28;500.0168702799481;669.4389470839433;0.9917471933822926;1.4613205531455786;2020-09-27 22:00:00+00:00
2020-09-29;816.1387747395838;1056.6967534406679;0.9812381251832671;1.9558815009258799;2020-09-28 22:00:00+00:00
2020-09-30;530.2644930013021;662.5633190808812;0.9910425540595902;1.400550747489513;2020-09-29 22:00:00+00:00
2020-10-01;1091.6763580729166;1353.8889702043382;0.9680068245159773;2.6316911653098005;2020-09-30 22:00:00+00:00
2020-10-02;1470.883413411458;1948.5727986932793;0.926285387719823;3.5491677786039353;2020-10-01 22:00:00+00:00
2020-10-03;1080.3465279947916;1489.337576981396;0.8935908798571871;3.0232638364321747;2020-10-02 22:00:00+00:00
2020-10-04;1116.7232833658852;1354.941322482174;0.843787749940855;3.558260897387871;2020-10-03 22:00:00+00:00
2020-10-05;1004.935546875;1181.0119729365829;0.9771876701889685;2.6233348434923114;2020-10-04 22:00:00+00:00
2020-10-06;920.2187211914061;1175.351907948114;0.9761391645128106;2.243634211971486;2020-10-05 22:00:00+00:00
2020-10-07;632.5528782552084;856.6435345864679;0.9862618873563638;1.5873700959777188;2020-10-06 22:00:00+00:00
2020-10-08;715.0816396484373;1041.2950524734906;0.977893223729069;1.7843822507645994;2020-10-07 22:00:00+00:00
2020-10-09;1014.4983582356768;1379.6918234763275;0.963113559517244;2.459701074499469;2020-10-08 22:00:00+00:00
2020-10-10;898.3036764322918;1122.7606131573962;0.9428705092175459;2.4997212559629745;2020-10-09 22:00:00+00:00
2020-10-11;998.6704589843754;1340.991258488237;0.8852212414308057;3.011860488118781;2020-10-10 22:00:00+00:00
2020-10-12;917.116830891927;1163.9260780870964;0.9788284132214927;2.328738730289831;2020-10-11 22:00:00+00:00
2020-10-13;768.3127127278643;912.89856351634;0.9863105528838224;2.135763689790467;2020-10-12 22:00:00+00:00
2020-10-14;711.6292351888023;895.0663851887905;0.987172456597524;1.981675645486713;2020-10-13 22:00:00+00:00
2020-10-15;1409.2701282552086;1558.5133953943089;0.9657365349311883;3.6183296439046617;2020-10-14 22:00:00+00:00
2020-10-16;1396.5004848632816;1683.4530660192875;0.9552310447604372;3.412262110725627;2020-10-15 22:00:00+00:00
2020-10-17;762.2905244140624;956.7234730955645;0.9624629895776836;2.1723594076147323;2020-10-16 22:00:00+00:00
2020-10-18;1219.7011080729164;1640.5181695917772;0.8250270305486993;3.897663800500082;2020-10-17 22:00:00+00:00
2020-10-19;868.7168867187502;1139.6998539811084;0.9798049348945416;2.5946254018282313;2020-10-18 22:00:00+00:00
2020-10-20;1145.880701822917;1303.1013136797294;0.9746171654318626;2.9986273495985465;2020-10-19 22:00:00+00:00
2020-10-21;1171.7698055013022;1526.4222390168484;0.9641818568717265;2.7509447271687177;2020-10-20 22:00:00+00:00
2020-10-22;1213.3524029947914;1531.6077446820916;0.9635545928337335;2.8498513680693174;2020-10-21 22:00:00+00:00
2020-10-23;2083.923180175781;2530.761827516511;0.9044039248479727;4.734699033399916;2020-10-22 22:00:00+00:00
2020-10-24;795.0019868164063;1093.4932178901597;0.9433130352302344;2.23834185488742;2020-10-23 22:00:00+00:00
2020-10-25;1808.666442220052;2261.805089272056;0.6599448990268317;5.545479487850321;2020-10-24 22:00:00+00:00
2020-10-26;1639.601140625;1966.8870889803388;0.9512368126586837;3.9834313925609655;2020-10-25 23:00:00+00:00
2020-10-27;624.5325861002608;877.7412011975385;0.9879397709884152;1.699505726892681;2020-10-26 23:00:00+00:00
